play_name,character,act,scene,sentence,text,Unnamed: 6,Unnamed: 7,Unnamed: 8,tokens,sentiment_score
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,"View here the blood that trickles from mine arm,",,,,"['View', 'blood', 'trickles', 'arm']",0.0516
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,And let it be propitious for my wish.,,,,"['let', 'propitious', 'wish']",0.4019
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"But, Faustus, thou must",,,,"['Faustus', 'must']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,Write it in manner of a deed of gift.,,,,"['Write', 'manner', 'deed', 'gift']",0.4404
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Ay, so I will .  But, Mephistophilis,",,,,"['Ay', 'Mephistophilis']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"My blood congeals, and I can write no more.",,,,"['blood', 'congeals', 'write']",-0.296
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,I?ll fetch thee fire to dissolve it straight.,,,,"['\x99ll', 'fetch', 'fire', 'dissolve', 'straight']",-0.128
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,What might the staying of my blood portend?,,,,"['might', 'staying', 'blood', 'portend']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,Is it unwilling I should write this bill?,,,,"['unwilling', 'write', 'bill']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"Why streams it not, that I may write afresh?",,,,"['streams', 'may', 'write', 'afresh']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"FAUSTUS GIVES TO THEE HIS SOUL:  ah, there it stay?d!",,,,"['GIVES', 'SOUL', 'ah', 'stay', '\x99d']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,Why shouldst thou not? is not thy soul shine own?,,,,"['soul', 'shine']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,"Then write again, FAUSTUS GIVES TO THEE HIS SOUL.",,,,"['write', 'GIVES', 'SOUL']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Here?s fire; come, Faustus, set it on.",,,,"['\x99s', 'fire', 'come', 'Faustus', 'set']",-0.34
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"So, now the blood begins to clear again;",,,,"['blood', 'begins', 'clear']",0.3818
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,Now will I make an end immediately.,,,,"['make', 'end', 'immediately']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"O, what will not I do to obtain his soul?",,,,"['obtain', 'soul']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Consummatum est; this bill is ended,",,,,"['Consummatum', 'est', 'bill', 'ended']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,And Faustus hath bequeath?d his soul to Lucifer.,,,,"['Faustus', 'bequeath', '\x99d', 'soul', 'Lucifer']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,But what is this inscription on mine arm?,,,,"['inscription', 'arm']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"Homo, fuge:  whither should I fly?",,,,"['Homo', 'fuge', 'whither', 'fly']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,"If unto God, he?ll throw me down to hell.",,,,"['unto', 'God', '\x99ll', 'throw', 'hell']",-0.5423
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,My senses are deceiv?d; here?s nothing writ:,,,,"['senses', 'deceiv', '\x99d', '\x99s', 'nothing', 'writ']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,7,"I see it plain; here in this place is writ,",,,,"['see', 'plain', 'place', 'writ']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,8,"Homo, fuge:  yet shall not Faustus fly.",,,,"['Homo', 'fuge', 'yet', 'shall', 'Faustus', 'fly']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,I?ll fetch him somewhat to delight his mind.,,,,"['\x99ll', 'fetch', 'somewhat', 'delight', 'mind']",0.5606
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Speak, Mephistophilis, what means this show?",,,,"['Speak', 'Mephistophilis', 'means', 'show']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Nothing, Faustus, but to delight thy mind withal,",,,,"['Nothing', 'Faustus', 'delight', 'mind', 'withal']",0.7469
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,And to shew thee what magic can perform.,,,,"['shew', 'magic', 'perform']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,But may I raise up spirits when I please?,,,,"['may', 'raise', 'spirits', 'please']",0.4497
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Ay, Faustus, and do greater things than these.",,,,"['Ay', 'Faustus', 'greater', 'things']",0.3612
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,Then there?s enough for a thousand souls.,,,,"['\x99s', 'enough', 'thousand', 'souls']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Here, Mephistophilis, receive this scroll,",,,,"['Mephistophilis', 'receive', 'scroll']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,A deed of gift of body and of soul:,,,,"['deed', 'gift', 'body', 'soul']",0.4404
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,But yet conditionally that thou perform,,,,"['yet', 'conditionally', 'perform']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,All articles prescrib?d between us both.,,,,"['articles', 'prescrib', '\x99d']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Faustus, I swear by hell and Lucifer",,,,"['Faustus', 'swear', 'hell', 'Lucifer']",-0.7003
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,To effect all promises between us made!,,,,"['effect', 'promises', 'made']",0.4389
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,Then hear me read them.   ON THESE CONDITIONS,,,,"['hear', 'read', 'CONDITIONS']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FOLLOWING,none,none,1,"FIRST, THAT FAUSTUS MAY BE A SPIRIT IN FORM AND",,,,"['FIRST', 'MAY', 'SPIRIT', 'FORM']",0.1779
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SUBSTANCE,none,none,1,"SECONDLY, THAT MEPHISTOPHILIS SHALL BE HIS SERVANT,",,,,"['SECONDLY', 'MEPHISTOPHILIS', 'SHALL', 'SERVANT']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,AND AT HIS COMMAND,none,none,1,"THIRDLY, THAT MEPHISTOPHILIS SHALL DO FOR HIM,",,,,"['THIRDLY', 'MEPHISTOPHILIS', 'SHALL']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,AND BRING HIM WHATSOEVER HE DESIRES,none,none,1,"FOURTHLY, THAT HE SHALL",,,,"['FOURTHLY', 'SHALL']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,BE IN HIS CHAMBER OR HOUSE INVISIBLE,none,none,1,"LASTLY, THAT HE SHALL APPEAR",,,,"['LASTLY', 'SHALL', 'APPEAR']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,BE IN HIS CHAMBER OR HOUSE INVISIBLE,none,none,2,"TO THE SAID JOHN FAUSTUS, AT ALL TIMES, IN WHAT FORM OR SHAPE",,,,"['SAID', 'JOHN', 'TIMES', 'FORM', 'SHAPE']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SOEVER HE PLEASE,none,none,1,"I, JOHN FAUSTUS, OF WERTENBERG, DOCTOR, BY",,,,"['JOHN', 'WERTENBERG', 'DOCTOR']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SOEVER HE PLEASE,none,none,2,"THESE PRESENTS, DO GIVE BOTH BODY AND SOUL TO LUCIFER PRINCE OF",,,,"['PRESENTS', 'GIVE', 'BODY', 'SOUL', 'PRINCE']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SOEVER HE PLEASE,none,none,3,"THE EAST, AND HIS MINISTER MEPHISTOPHILIS; AND FURTHERMORE GRANT",,,,"['EAST', 'MINISTER', 'MEPHISTOPHILIS', 'FURTHERMORE', 'GRANT']",0.3612
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SOEVER HE PLEASE,none,none,4,"UNTO THEM, THAT, TWENTY-FOUR YEARS BEING EXPIRED, THE ARTICLES",,,,"['UNTO', 'TWENTY-FOUR', 'YEARS', 'EXPIRED', 'ARTICLES']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SOEVER HE PLEASE,none,none,5,"ABOVE-WRITTEN INVIOLATE, FULL POWER TO FETCH OR CARRY THE SAID",,,,"['ABOVE-WRITTEN', 'INVIOLATE', 'FULL', 'POWER', 'FETCH', 'CARRY', 'SAID']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SOEVER HE PLEASE,none,none,6,"JOHN FAUSTUS, BODY AND SOUL, FLESH, BLOOD, OR GOODS, INTO THEIR",,,,"['JOHN', 'BODY', 'SOUL', 'FLESH', 'BLOOD', 'GOODS']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HABITATION WHERESOEVER,none,none,1,"BY ME, JOHN FAUSTUS.",,,,['JOHN'],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Speak, Faustus, do you deliver this as your deed?",,,,"['Speak', 'Faustus', 'deliver', 'deed']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Ay, take it, and the devil give thee good on?t!",,,,"['Ay', 'take', 'devil', 'give', 'good', '\x99t']",-0.4199
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Now, Faustus, ask what thou wilt.",,,,"['Faustus', 'ask', 'wilt']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,First will I question with thee about hell.,,,,"['First', 'question', 'hell']",-0.6808
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Tell me, where is the place that men call hell?",,,,"['Tell', 'place', 'men', 'call', 'hell']",-0.6808
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,Under the heavens.,,,,['heavens'],0.4019
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Ay, but whereabout?",,,,"['Ay', 'whereabout']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Within the bowels of these elements,",,,,"['Within', 'bowels', 'elements']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,Where we are tortur?d and remain for ever:,,,,"['tortur', '\x99d', 'remain', 'ever']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,3,"Hell hath no limits, nor is circumscrib?d",,,,"['Hell', 'limits', 'circumscrib', '\x99d']",-0.7783
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,4,"In one self place; for where we are is hell,",,,,"['one', 'self', 'place', 'hell']",-0.6808
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,5,"And where hell is, there must we ever be:",,,,"['hell', 'must', 'ever']",-0.6808
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,6,"And, to conclude, when all the world dissolves,",,,,"['conclude', 'world', 'dissolves']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,7,"And every creature shall be purified,",,,,"['every', 'creature', 'shall', 'purified']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,8,All places shall be hell that are not heaven.,,,,"['places', 'shall', 'hell', 'heaven']",-0.8075
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Come, I think hell?s a fable.",,,,"['Come', 'think', 'hell', '\x99s', 'fable']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Ay, think so still, till experience change thy mind.",,,,"['Ay', 'think', 'still', 'till', 'experience', 'change', 'mind']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Why, think?st thou, then, that Faustus shall be damn?d?",,,,"['think', '\x99st', 'Faustus', 'shall', 'damn', '\x99d']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Ay, of necessity, for here?s the scroll",,,,"['Ay', 'necessity', '\x99s', 'scroll']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,Wherein thou hast given thy soul to Lucifer.,,,,"['Wherein', 'given', 'soul', 'Lucifer']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Ay, and body too:  but what of that?",,,,"['Ay', 'body']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,Think?st thou that Faustus is so fond to imagine,,,,"['Think', '\x99st', 'Faustus', 'fond', 'imagine']",0.5777
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"That, after this life, there is any pain?",,,,"['life', 'pain']",-0.5106
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"Tush, these are trifles and mere old wives??tales.",,,,"['Tush', 'trifles', 'mere', 'old', 'wives', 'tales']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"But, Faustus, I am an instance to prove the contrary,",,,,"['Faustus', 'instance', 'prove', 'contrary']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,"For I am damn?d, and am now in hell.",,,,"['damn', '\x99d', 'hell']",-0.6808
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,How! now in hell!,,,,['hell'],-0.7339
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Nay, an this be hell, I?ll willingly be damn?d here:",,,,"['Nay', 'hell', '\x99ll', 'willingly', 'damn', '\x99d']",-0.7149
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"What! walking, disputing, &c.",,,,"['walking', 'disputing', 'c']",-0.4574
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"But, leaving off this, let me have a wife,",,,,"['leaving', 'let', 'wife']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,The fairest maid in Germany;,,,,"['fairest', 'maid', 'Germany']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,"For I am wanton and lascivious,",,,,"['wanton', 'lascivious']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,7,And cannot live without a wife.,,,,"['live', 'without', 'wife']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,How! a wife!,,,,['wife'],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,"I prithee, Faustus, talk not of a wife.",,,,"['prithee', 'Faustus', 'talk', 'wife']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Nay, sweet Mephistophilis, fetch me one, for I will have",,,,"['Nay', 'sweet', 'Mephistophilis', 'fetch', 'one']",0.4588
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,one.,,,,['one'],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Well, thou wilt have one?  Sit there till I come:  I?ll",,,,"['Well', 'wilt', 'one', 'Sit', 'till', 'come', '\x99ll']",0.3527
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,fetch thee a wife in the devil?s name.,,,,"['fetch', 'wife', 'devil', '\x99s', 'name']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,3,"Tell me, Faustus, how dost thou like thy wife?",,,,"['Tell', 'Faustus', 'like', 'wife']",0.3612
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,A plague on her for a hot whore!,,,,"['plague', 'hot', 'whore']",-0.68
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Tut, Faustus,",,,,"['Tut', 'Faustus']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,Marriage is but a ceremonial toy;,,,,"['Marriage', 'ceremonial', 'toy']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,3,"If thou lovest me, think no more of it.",,,,['think'],-0.296
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,4,"I?ll cull thee out the fairest courtezans,",,,,"['\x99ll', 'cull', 'fairest', 'courtezans']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,5,And bring them every morning to thy bed:,,,,"['bring', 'every', 'morning', 'bed']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,6,"She whom thine eye shall like, thy heart shall have,",,,,"['eye', 'shall', 'like', 'heart', 'shall']",0.7717
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,7,"Be she as chaste as was Penelope,",,,,"['chaste', 'Penelope']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,8,"As wise as Saba, or as beautiful",,,,"['wise', 'Saba', 'beautiful']",0.7906
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,9,As was bright Lucifer before his fall.,,,,"['bright', 'Lucifer', 'fall']",0.4404
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,10,"Hold, take this book, peruse it thoroughly:",,,,"['Hold', 'take', 'book', 'peruse', 'thoroughly']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,11,The iterating of these lines brings gold;,,,,"['iterating', 'lines', 'brings', 'gold']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,12,The framing of this circle on the ground,,,,"['framing', 'circle', 'ground']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,13,"Brings whirlwinds, tempests, thunder, and lightning;",,,,"['Brings', 'whirlwinds', 'tempests', 'thunder', 'lightning']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,14,"Pronounce this thrice devoutly to thyself,",,,,"['Pronounce', 'thrice', 'devoutly', 'thyself']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,15,"And men in armour shall appear to thee,",,,,"['men', 'armour', 'shall', 'appear']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,16,Ready to execute what thou desir?st.,,,,"['Ready', 'execute', 'desir', '\x99st']",0.3612
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Thanks, Mephistophilis:  yet fain would I have a book",,,,"['Thanks', 'Mephistophilis', 'yet', 'fain', 'would', 'book']",0.4404
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"wherein I might behold all spells and incantations, that I",,,,"['wherein', 'might', 'behold', 'spells', 'incantations']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,might raise up spirits when I please.,,,,"['might', 'raise', 'spirits', 'please']",0.3182
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,Here they are in this book.,,,,['book'],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,Now would I have a book where I might see all characters,,,,"['would', 'book', 'might', 'see', 'characters']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"and planets of the heavens, that I might know their motions and",,,,"['planets', 'heavens', 'might', 'know', 'motions']",0.4019
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,dispositions.,,,,['dispositions'],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,Here they are too.,,,,[],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Nay, let me have one book more,?and then I have done,",,,,"['Nay', 'let', 'one', 'book', '\x94and', 'done']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"wherein I might see all plants, herbs, and trees, that grow upon",,,,"['wherein', 'might', 'see', 'plants', 'herbs', 'trees', 'grow', 'upon']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,the earth.,,,,['earth'],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,Here they be.,,,,[],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"O, thou art deceived.",,,,['deceived'],-0.4404
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Tut, I warrant thee.",,,,"['Tut', 'warrant']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"When I behold the heavens, then I repent,",,,,"['behold', 'heavens', 'repent']",0.4019
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"And curse thee, wicked Mephistophilis,",,,,"['curse', 'wicked', 'Mephistophilis']",-0.7845
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,Because thou hast depriv?d me of those joys.,,,,"['depriv', '\x99d', 'joys']",0.4939
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Why, Faustus,",,,,['Faustus'],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,Thinkest thou heaven is such a glorious thing?,,,,"['heaven', 'glorious', 'thing']",0.8176
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,3,"I tell thee, ?tis not half so fair as thou,",,,,"['tell', '\x99tis', 'half', 'fair']",0.4572
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,4,Or any man that breathes on earth.,,,,"['man', 'breathes', 'earth']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,How prov?st thou that?,,,,"['prov', '\x99st']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"?Twas made for man, therefore is man more excellent.",,,,"['\x99Twas', 'made', 'man', 'therefore', 'man', 'excellent']",0.6115
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"If it were made for man, ?twas made for me:",,,,"['made', 'man', '\x99twas', 'made']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,I will renounce this magic and repent.,,,,"['renounce', 'magic', 'repent']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,GOOD ANGEL,none,none,1,"Faustus, repent; yet God will pity thee.",,,,"['Faustus', 'repent', 'yet', 'God', 'pity']",-0.0258
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EVIL ANGEL,none,none,1,Thou art a spirit; God cannot pity thee.,,,,"['spirit', 'God', 'pity']",0.5702
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,Who buzzeth in mine ears I am a spirit?,,,,"['buzzeth', 'ears', 'spirit']",0.1779
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Be I a devil, yet God may pity me;",,,,"['devil', 'yet', 'God', 'may', 'pity']",-0.6705
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"Ay, God will pity me, if I repent.",,,,"['Ay', 'God', 'pity', 'repent']",-0.0258
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EVIL ANGEL,none,none,1,"Ay, but Faustus never shall repent.",,,,"['Ay', 'Faustus', 'never', 'shall', 'repent']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"My heart?s so harden?d, I cannot repent:",,,,"['heart', '\x99s', 'harden', '\x99d', 'repent']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Scarce can I name salvation, faith, or heaven,",,,,"['Scarce', 'name', 'salvation', 'faith', 'heaven']",0.7269
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"But fearful echoes thunder in mine ears,",,,,"['fearful', 'echoes', 'thunder', 'ears']",-0.6486
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"?Faustus, thou art damn?d!??then swords, and knives,",,,,"['\x9cFaustus', 'damn', '\x99d', 'swords', 'knives']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,"Poison, guns, halters, and envenom?d steel",,,,"['Poison', 'guns', 'halters', 'envenom', '\x99d', 'steel']",-0.5423
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,Are laid before me to despatch myself;,,,,"['laid', 'despatch']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,7,"And long ere this I should have slain myself,",,,,"['long', 'slain']",0.0
